Id,Label,GC
1397,0,138
1398,0,18
1399,0,484
1400,0,22
1401,0,125
1402,0,285
1403,0,57
1404,0,647
1405,0,115
1406,0,301
1407,0,210
1408,0,210
1409,0,128
1410,0,-2
1411,0,98
1412,0,13
1413,0,27
1414,0,305
1415,0,161
1416,0,190
1417,0,647
1418,0,190
1419,0,324
1420,0,484
1421,0,37
1422,0,115
1423,0,647
1424,0,258
1425,0,301
1426,0,165
1427,0,247
1428,0,137
1429,0,456
1430,0,96
1431,0,161
1432,0,-2
1433,0,506
1434,0,-2
1435,0,305
1436,0,85
1437,0,588
1438,0,190
1439,0,115
1440,0,115
1441,0,161
1442,0,85
1443,0,85
1444,0,54
1445,0,-2
1446,0,550
1447,0,294
1448,0,506
1449,0,23
1450,0,647
1451,0,85
1452,0,550
1453,0,377
1454,0,588
1455,0,678
1456,0,305
1457,0,39
1458,0,161
1459,0,147
1460,0,161
1461,0,39
1462,0,112
1463,0,456
1464,0,161
1465,0,18
1466,0,131
1467,0,456
1468,0,247
1469,0,131
1470,0,-3
1471,0,127
1472,0,647
1473,0,647
1474,0,259
1475,0,259
1476,0,190
1477,0,161
1478,0,294
1479,0,161
1480,0,11
1481,0,161
1482,0,-2
1483,0,-2
1484,0,-2
1485,0,413
1486,0,131
1487,0,247
1488,0,413
1489,0,161
1490,0,21
1491,0,377
1492,0,336
1493,0,377
1494,0,23
1495,0,-2
1496,0,647
1497,0,647
1498,0,204
1499,0,161
1500,0,324
1501,0,377
1502,0,247
1503,0,-2
1504,0,506
1505,0,-2
1506,0,85
1507,0,100
1508,0,322
1509,0,96
1510,0,21
1511,0,441
1512,0,588
1513,0,161
1514,0,647
1515,0,-2
1516,0,204
1517,0,324
1518,0,49
1519,0,190
1520,0,161
1521,0,161
1522,0,98
1523,0,377
1524,0,37
1525,0,75
1526,0,161
1527,0,259
1528,0,127
