Id,Label,LPA
183,0,92
233,0,92
1750,0,140
168,0,68
341,0,68
421,0,68
720,0,68
828,0,68
846,0,68
887,0,68
899,0,68
169,0,153
231,0,153
406,0,122
427,0,153
1692,0,45
17,0,2
369,0,84
170,0,49
263,0,49
585,0,105
171,0,146
900,0,74
172,0,119
174,0,119
378,0,119
644,0,119
658,0,119
764,0,119
871,0,119
890,0,119
173,0,94
1076,0,94
504,0,94
531,0,94
721,0,94
732,0,94
1736,0,1
175,0,38
1562,0,38
176,0,62
196,0,62
668,0,62
669,0,50
1376,0,108
178,0,145
179,0,32
1138,0,32
786,0,32
180,0,20
182,0,107
204,0,107
212,0,107
377,0,107
778,0,107
184,0,85
185,0,122
239,0,122
610,0,122
187,0,96
903,0,96
609,0,6
678,0,6
19,0,76
312,0,76
913,0,76
190,0,51
505,0,51
191,0,142
1559,0,142
1567,0,142
392,0,142
193,0,24
194,0,136
1406,0,86
207,0,62
536,0,86
546,0,139
884,0,66
199,0,128
229,0,128
509,0,128
2,0,95
20,0,69
1524,0,69
23,0,69
464,0,20
799,0,145
201,0,28
202,0,15
592,0,15
648,0,15
203,0,70
286,0,70
472,0,70
205,0,134
804,0,134
206,0,13
1767,0,13
389,0,13
208,0,24
774,0,24
21,0,44
321,0,44
351,0,44
43,0,44
516,0,44
527,0,44
633,0,44
683,0,44
92,0,44
210,0,88
544,0,92
216,0,73
218,0,58
226,0,58
760,0,58
817,0,58
818,0,58
833,0,58
962,0,58
1110,0,104
29,0,61
798,0,23
221,0,8
368,0,8
605,0,8
630,0,8
224,0,97
318,0,97
550,0,97
579,0,97
642,0,97
664,0,97
685,0,97
724,0,97
858,0,97
227,0,108
533,0,86
228,0,99
261,0,99
306,0,20
749,0,20
30,0,69
528,0,69
745,0,69
805,0,69
849,0,69
232,0,20
1677,0,20
572,0,38
695,0,20
234,0,134
539,0,134
237,0,24
245,0,24
246,0,24
573,0,24
1520,0,122
24,0,41
285,0,41
466,0,41
479,0,41
847,0,41
240,0,7
824,0,7
395,0,141
540,0,141
499,0,58
650,0,58
718,0,58
848,0,58
872,0,58
701,0,24
742,0,24
549,0,24
247,0,80
597,0,23
725,0,23
823,0,80
860,0,80
249,0,9
1539,0,9
25,0,155
405,0,155
985,0,155
1643,0,20
769,0,97
252,0,145
506,0,145
584,0,145
535,0,86
258,0,73
534,0,20
561,0,73
26,0,132
370,0,132
656,0,132
689,0,132
694,0,132
731,0,132
87,0,132
557,0,64
264,0,152
1720,0,152
273,0,152
297,0,152
507,0,152
705,0,20
265,0,142
391,0,142
266,0,20
521,0,20
268,0,71
687,0,71
755,0,71
27,0,61
677,0,61
711,0,52
715,0,52
754,0,83
77,0,72
772,0,52
812,0,52
825,0,52
83,0,52
892,0,52
915,0,52
272,0,156
1610,0,156
1612,0,156
275,0,156
314,0,156
641,0,156
276,0,105
1005,0,105
635,0,105
277,0,87
28,0,63
284,0,63
548,0,63
624,0,63
657,0,63
708,0,63
747,0,63
837,0,63
882,0,63
281,0,135
304,0,135
483,0,157
569,0,135
627,0,135
282,0,57
1542,0,57
512,0,57
283,0,149
1077,0,149
408,0,149
608,0,41
287,0,77
309,0,77
525,0,10
768,0,77
883,0,77
289,0,61
501,0,61
699,0,61
291,0,47
739,0,47
750,0,47
898,0,47
906,0,47
292,0,75
293,0,148
1117,0,148
294,0,148
461,0,148
673,0,148
295,0,158
576,0,158
607,0,158
296,0,111
821,0,152
299,0,136
881,0,116
3,0,145
300,0,96
301,0,17
1304,0,17
344,0,17
488,0,17
563,0,17
819,0,17
302,0,53
518,0,53
679,0,53
862,0,53
594,0,76
640,0,76
808,0,76
307,0,109
308,0,56
313,0,56
865,0,56
31,0,45
1047,0,1
1147,0,1
1679,0,1
384,0,1
646,0,1
753,0,1
759,0,1
838,0,1
748,0,156
315,0,116
485,0,116
316,0,157
1493,0,157
484,0,157
317,0,101
816,0,56
498,0,143
794,0,143
32,0,51
337,0,23
394,0,51
401,0,51
418,0,51
437,0,51
440,0,51
665,0,51
796,0,51
886,0,51
323,0,21
547,0,21
600,0,21
324,0,23
325,0,23
326,0,23
327,0,23
328,0,23
329,0,23
330,0,23
332,0,23
335,0,23
336,0,23
338,0,23
339,0,23
345,0,23
346,0,23
347,0,23
398,0,23
399,0,23
400,0,23
409,0,23
410,0,23
412,0,23
413,0,23
414,0,23
415,0,23
416,0,23
417,0,23
419,0,23
431,0,23
432,0,23
433,0,23
434,0,23
435,0,23
438,0,23
439,0,23
441,0,23
442,0,23
444,0,23
445,0,23
446,0,23
447,0,23
450,0,23
451,0,23
453,0,23
455,0,23
456,0,23
457,0,23
468,0,23
469,0,23
493,0,23
494,0,23
495,0,23
496,0,23
497,0,23
33,0,37
331,0,126
397,0,126
402,0,126
411,0,126
436,0,126
448,0,126
449,0,126
452,0,126
454,0,126
333,0,20
334,0,26
422,0,26
428,0,26
458,0,26
538,0,26
1311,0,23
443,0,144
471,0,144
34,0,27
290,0,27
67,0,27
76,0,27
340,0,124
342,0,45
489,0,45
628,0,45
757,0,45
343,0,98
1053,0,98
349,0,159
660,0,159
729,0,159
35,0,89
350,0,69
873,0,69
353,0,123
354,0,97
1554,0,97
355,0,23
1510,0,23
356,0,14
426,0,14
666,0,14
357,0,84
690,0,84
691,0,84
358,0,98
684,0,98
726,0,98
359,0,80
36,0,77
361,0,84
700,0,84
820,0,84
869,0,84
363,0,30
364,0,127
806,0,127
365,0,102
839,0,102
366,0,98
618,0,98
653,0,98
367,0,69
37,0,154
1028,0,154
71,0,138
72,0,154
78,0,154
86,0,154
372,0,139
373,0,57
492,0,57
379,0,160
380,0,160
767,0,160
38,0,97
39,0,97
90,0,97
1178,0,160
693,0,160
1270,0,1
851,0,129
861,0,129
407,0,88
396,0,50
4,0,58
40,0,109
813,0,109
814,0,109
815,0,109
41,0,80
42,0,119
462,0,153
429,0,35
430,0,35
44,0,75
45,0,87
98,0,87
459,0,55
606,0,55
46,0,20
460,0,139
582,0,139
568,0,148
709,0,148
465,0,8
467,0,91
470,0,91
47,0,150
486,0,110
629,0,150
877,0,150
473,0,20
688,0,20
474,0,15
1492,0,15
477,0,161
1461,0,161
637,0,161
696,0,161
48,0,7
480,0,121
623,0,121
744,0,121
867,0,121
487,0,162
879,0,162
49,0,143
5,0,104
50,0,6
500,0,94
1626,0,61
515,0,61
503,0,6
508,0,98
1157,0,98
675,0,98
728,0,98
51,0,33
510,0,163
1664,0,163
615,0,163
672,0,163
740,0,30
717,0,57
513,0,45
617,0,45
514,0,33
517,0,56
1050,0,56
800,0,56
810,0,56
52,0,45
522,0,79
639,0,79
659,0,79
523,0,83
735,0,83
868,0,83
524,0,2
603,0,10
611,0,10
614,0,10
626,0,10
776,0,10
529,0,140
53,0,6
537,0,115
54,0,158
751,0,104
566,0,24
55,0,162
552,0,34
554,0,145
564,0,64
914,0,64
558,0,112
56,0,20
562,0,82
565,0,43
792,0,1
57,0,29
1068,0,38
574,0,13
575,0,111
771,0,111
58,0,145
64,0,92
580,0,82
1770,0,32
621,0,32
866,0,164
885,0,164
59,0,120
591,0,88
593,0,56
595,0,36
596,0,36
733,0,36
1648,0,23
598,0,165
1364,0,165
651,0,165
738,0,165
844,0,165
6,0,31
620,0,31
655,0,31
667,0,31
79,0,31
878,0,31
60,0,47
601,0,0
780,0,0
602,0,24
61,0,92
613,0,155
649,0,155
737,0,155
1317,0,45
1173,0,98
619,0,137
723,0,137
62,0,84
752,0,32
63,0,46
631,0,111
636,0,61
1326,0,161
638,0,130
863,0,130
643,0,78
645,0,106
698,0,106
1467,0,155
730,0,155
65,0,92
654,0,109
795,0,109
66,0,61
662,0,40
912,0,50
670,0,42
671,0,100
1703,0,98
676,0,30
807,0,30
68,0,26
682,0,57
69,0,130
692,0,8
7,0,164
70,0,2
756,0,103
704,0,50
1425,0,50
706,0,166
1206,0,166
783,0,30
1665,0,138
791,0,138
80,0,138
81,0,138
904,0,138
909,0,138
710,0,93
722,0,93
766,0,93
830,0,93
831,0,93
840,0,93
842,0,93
719,0,30
1404,0,137
727,0,137
857,0,137
1123,0,98
829,0,98
1258,0,137
73,0,104
734,0,18
836,0,18
74,0,74
832,0,74
741,0,103
746,0,31
841,0,31
1260,0,63
75,0,9
91,0,9
907,0,104
1335,0,32
762,0,33
765,0,100
870,0,100
1765,0,72
770,0,60
809,0,60
775,0,114
779,0,133
781,0,106
1642,0,108
784,0,130
788,0,1
797,0,123
896,0,123
8,0,166
1519,0,66
82,0,143
822,0,1
897,0,74
902,0,74
84,0,131
99,0,131
859,0,31
845,0,41
85,0,93
856,0,93
864,0,54
875,0,8
88,0,114
502,0,114
880,0,75
891,0,75
889,0,81
89,0,113
894,0,48
9,0,76
901,0,26
1481,0,12
93,0,38
94,0,73
95,0,88
96,0,59
97,0,20
