Source,Target,Type,Id,Weight
431,433,undirected,887,1
431,509,undirected,888,1
432,433,undirected,889,1
433,509,undirected,890,1
434,471,undirected,891,1
434,472,undirected,892,1
435,521,undirected,893,1
436,437,undirected,894,1
436,528,undirected,895,1
436,529,undirected,896,1
437,450,undirected,897,1
44,374,undirected,898,1
44,562,undirected,899,1
440,441,undirected,900,1
440,442,undirected,901,1
440,448,undirected,902,1
440,449,undirected,903,1
441,442,undirected,904,1
441,470,undirected,905,1
442,452,undirected,906,1
442,566,undirected,907,1
443,444,undirected,908,1
443,611,undirected,909,1
444,473,undirected,910,1
444,590,undirected,911,1
445,446,undirected,912,1
445,447,undirected,913,1
446,447,undirected,914,1
448,449,undirected,915,1
45,149,undirected,916,1
45,155,undirected,917,1
45,185,undirected,918,1
45,186,undirected,919,1
45,187,undirected,920,1
45,346,undirected,921,1
45,458,undirected,922,1
45,46,undirected,923,1
45,515,undirected,924,1
45,533,undirected,925,1
45,552,undirected,926,1
45,588,undirected,927,1
450,472,undirected,928,1
454,455,undirected,929,1
454,498,undirected,930,1
456,457,undirected,931,1
456,458,undirected,932,1
456,459,undirected,933,1
456,460,undirected,934,1
457,458,undirected,935,1
457,459,undirected,936,1
457,460,undirected,937,1
458,459,undirected,938,1
458,460,undirected,939,1
459,460,undirected,940,1
461,462,undirected,941,1
461,463,undirected,942,1
461,464,undirected,943,1
461,465,undirected,944,1
461,466,undirected,945,1
461,467,undirected,946,1
462,463,undirected,947,1
462,464,undirected,948,1
462,465,undirected,949,1
462,466,undirected,950,1
462,467,undirected,951,1
462,576,undirected,952,1
463,464,undirected,953,1
463,465,undirected,954,1
463,466,undirected,955,1
463,467,undirected,956,1
464,465,undirected,957,1
464,466,undirected,958,1
464,467,undirected,959,1
464,576,undirected,960,1
465,466,undirected,961,1
465,467,undirected,962,1
465,576,undirected,963,1
466,467,undirected,964,1
466,576,undirected,965,1
467,576,undirected,966,1
469,470,undirected,967,1
469,635,undirected,968,1
471,472,undirected,969,1
471,499,undirected,970,1
473,525,undirected,971,1
474,475,undirected,972,1
474,476,undirected,973,1
474,477,undirected,974,1
474,578,undirected,975,1
475,476,undirected,976,1
478,479,undirected,977,1
478,480,undirected,978,1
478,481,undirected,979,1
479,480,undirected,980,1
479,481,undirected,981,1
48,49,undirected,982,1
48,50,undirected,983,1
48,514,undirected,984,1
48,93,undirected,985,1
480,481,undirected,986,1
481,647,undirected,987,1
481,649,undirected,988,1
483,528,undirected,989,1
483,593,undirected,990,1
483,609,undirected,991,1
484,485,undirected,992,1
484,486,undirected,993,1
485,486,undirected,994,1
487,488,undirected,995,1
487,489,undirected,996,1
488,489,undirected,997,1
488,632,undirected,998,1
49,293,undirected,999,1
49,50,undirected,1000,1
490,491,undirected,1001,1
492,493,undirected,1002,1
494,495,undirected,1003,1
494,590,undirected,1004,1
495,496,undirected,1005,1
495,497,undirected,1006,1
496,497,undirected,1007,1
498,499,undirected,1008,1
50,181,undirected,1009,1
50,185,undirected,1010,1
50,277,undirected,1011,1
50,528,undirected,1012,1
50,529,undirected,1013,1
50,533,undirected,1014,1
501,502,undirected,1015,1
501,503,undirected,1016,1
501,504,undirected,1017,1
502,503,undirected,1018,1
502,504,undirected,1019,1
503,504,undirected,1020,1
505,536,undirected,1021,1
505,539,undirected,1022,1
505,540,undirected,1023,1
506,507,undirected,1024,1
506,508,undirected,1025,1
507,508,undirected,1026,1
507,525,undirected,1027,1
507,542,undirected,1028,1
51,400,undirected,1029,1
51,401,undirected,1030,1
51,52,undirected,1031,1
510,511,undirected,1032,1
512,595,undirected,1033,1
512,649,undirected,1034,1
514,515,undirected,1035,1
516,517,undirected,1036,1
516,518,undirected,1037,1
517,518,undirected,1038,1
519,520,undirected,1039,1
519,541,undirected,1040,1
52,401,undirected,1041,1
520,541,undirected,1042,1
521,565,undirected,1043,1
522,523,undirected,1044,1
522,524,undirected,1045,1
523,524,undirected,1046,1
525,526,undirected,1047,1
525,527,undirected,1048,1
528,529,undirected,1049,1
529,531,undirected,1050,1
53,109,undirected,1051,1
53,120,undirected,1052,1
53,207,undirected,1053,1
53,299,undirected,1054,1
53,327,undirected,1055,1
53,335,undirected,1056,1
53,336,undirected,1057,1
53,428,undirected,1058,1
53,438,undirected,1059,1
53,468,undirected,1060,1
53,483,undirected,1061,1
53,571,undirected,1062,1
53,573,undirected,1063,1
