Id,Label,LFM
619,0,77
620,0,97
621,0,97
622,0,97
623,0,28
624,0,-4
625,0,-4
626,0,111
627,0,111
628,0,111
629,0,88
630,0,88
631,0,88
632,0,88
633,0,67
634,0,38
635,0,38
636,0,110
637,0,110
638,0,-2
639,0,-2
640,0,-3
641,0,-3
642,0,9
643,0,9
644,0,9
645,0,-2
646,0,-2
647,0,-2
648,0,18
649,0,18
650,0,71
651,0,71
